overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style.Size:,style.Color:,vote,image,style.Metal Type:,,,
5,TRUE,"09 11, 2009",A28JXJ8JXTGGOC,B0006HB4XE,Patricia A. Sulze,"I DIDN'T BUY THE CHAIN FOR MYSELF. I'M GIVING IT TO SOMEONE FOR CHRISTMAS WITH A
CHARM TO MAKE A PENDANT. SILVER CHAINS ARE EXPENSIVE AND I HAD ALREADY DONE MOST OF
MY CHRISTMAS SHOPPING FOR THIS PERSON ALL I WAS LACKING WAS A CHAIN. I SHOPPED ONLINE AND IT LOOKED LIKE I WOULD NOT BE ABLE TO GET HER A CHAIN TOO EXPENSIVE SO I FOUND THIS ONE AND BOUGHT IT. THANKS",BARGAIN PRICED,1252627200,,,,,,,,
5,TRUE,"09 11, 2009",A2Z1C8AVGH1X3J,B0006HB4XE,Deestar,"Gem Avenue was very prompt in their shipment and the price for the jewelry was very reasonable. The piece is what you would want, beautiful, but sturdy. I have confidence in Gem Avenue and would certainly shop there again, especially for large colored CZ jewelry, which I really enjoy. Everything from Gem Avenue has been gorgeous!",Quality and value.,1252627200,,,,,,,,
5,FALSE,"09 09, 2009",A1SBVE7H4FJ4X5,B0006HB4XE,Ember Reigns,"The only thing I can say I'd prefer different is a lobster clasp as this one is small and hard to put on with nails. But it is hands down the best price on a sterling silver quality chain and I will return to this seller for more items :) I cannot wear gold or platinum, as it turns my skin black on contact-so since I like quality, great silver and awesome buys always make me a very hapopy girl :) I recieved this as a gift and was very pleased :)","Great Silver, Great Price, Great S&H :)",1252454400,,,,,,,,
5,TRUE,"09 06, 2009",A2A27Q6J62APZ6,B0006HB4XE,George L. Buzzard,After buying this necklace I tried this on myself and found the ease it has of sliding it on and off when I need to do so. This necklace well designed and has real class. I highly recommend this to anyone in need of a necklace.,Good Fit,1252195200,,,,,,,,
5,TRUE,"09 01, 2009",ARCHYINVRKNX6,B0006HB4XE,Candi S,The picture does not show how pretty and delicate the necklace is. It looks very expensive. You can't find anything this nice for such a reasonable price in a store. LOVE IT!!,Great Value,1251763200,,,,,,,,
5,TRUE,"08 24, 2009",A3DCDMQOMPQ776,B0006HB4XE,Angelica Parker,"The chain came just as described in a cute little silver box :) It's in excellent condition and I can tell that it's high quality! Definitely worth it for the price! I got the 16'but, I wish I would have gotten the 18' so it could be a bit longer. The 16' is too short for my style but still high quality!",great buy!,1251072000,,,,,,,,
4,FALSE,"08 24, 2009",A1MRCMCSM2YROU,B0006HB4XE,Kelly R. Christopher,This chain is just as beautiful as the description says it was! I would definitely shop at this merchant again!,Beautiful!,1251072000,,,,,,,,
5,FALSE,"08 23, 2009",A3DTZIIACLS6DF,B0006HB4XE,D. Jack Dunn,I was extremely pleased with the sterling silver chain I purchased.  It was exactly what I wanted.  Thank you.,Silver Chain,1250985600,,,3,,,,,
5,TRUE,"08 19, 2009",A2370Z753JFCPJ,B0006HB4XE,Nana Peaches,Very beautiful chain! bought it for a gift but may keep it for myself. LOL,Beautiful!,1250640000,,,,,,,,
5,TRUE,"08 15, 2009",A1E4FN39Y5NL3P,B0006HB4XE,Cheekie_Girl,"I ordered this chain for my 10 year old niece.  I already had a pendant.  OMG! She loves, loves, loves it.  It's very sparkly.  She wears it all the time.  It's very sturdy.  Great Product.  Thanks.",Awesome Chain,1250294400,,,,,,,,
5,TRUE,"08 14, 2009",A1X4PMDX0HSIIU,B0006HB4XE,Andrew Fichtner,This necklace was perfect for the charm i bought for my girlfriend. It was the perfect size. thanks,Perfect,1250208000,,,,,,,,
5,TRUE,"08 07, 2009",A3CRCE5P52ZRRW,B0006HB4XE,Phyllis Abston,"First, I want to say I was shocked when this chain arrived so quickly. I even rechecked my orders on Amazon. This is a gorgeous chain. It is femine but very strong. The shine is great but not cheap looking. It is a very good looking and sturdy chain. I was going to make a necklace to sell out of it but have it on right now without any kind of pendant on it. You don't need a pendant on it for it to look beautiful. Best investment and I am going now to order some more in different lengths.",Best deal,1249603200,,,,,,,,
5,TRUE,"07 23, 2009",AZJA09M4DL1PY,B0006HB4XE,Amazon Customer,"I haven't worn necklaces in years, and I bought a pendant at a flea market which needed a chain.  The one I bought with the pendant broke within a week.  I am an amazon junkie so naturally that's where I went to find a new one.  I came across this chain and ordered one.  It arrived early (the vendor graciously took it upon themselves to ship it priority mail at no extra charge) and it was perfect.  I had 2 other pendants that I've been waiting to wear but haven't so I went back and ordered 2 more chains.  I would highly recommend this seller and product to anyone in search of a well-priced quality necklace.","Great product, excellent service.",1248307200,,,2,,,,,
5,FALSE,"07 21, 2009",A7R5W6BGNKJX2,B0006HB4XE,D. Hogan,"I purchased the 30"" chain -- it's very pretty and delicate, and a good value for the price.",Nice chain,1248134400,,,,,,,,
5,FALSE,"07 09, 2009",AAJ63V0ASTTJ9,B0006HB4XE,L. McKinney,I bought this necklace for my boyfriend. He thought I had spent alot of money on this chain. This chain is very well made and for the price you can't be it. It went well with the pendant I bought for him and it's a great deal.,Sterling Necklace,1247097600,,,3,,,,,
5,TRUE,"06 24, 2009",A31D67Y7MU1XC7,B0006HB4XE,Kimberlie Parker,"I bought this along with a pendant and the shipping was great. When the items came in I was thrilled, the chain is beautiful and the pendant looks great hanging from it.",Beautiful and well made chain.,1245801600,,,,,,,,
5,FALSE,"06 11, 2009",A2P0ORH10AZSW7,B0006HB4XE,Amazon Customer,I love this chain!  It is the perfect lenth and I love the box look.  It is exactly what I wanted!  Thanks!,22in Chain- very nice!,1244678400,,,,,,,,
5,FALSE,"06 06, 2009",A2B85W71TNSIUS,B0006HB4XE,Kristin H.,I bought this chain for my mom for mothers day and she loved it! The chain looks very nice and goes great with her charms.,Very sleek chain!,1244246400,,,,,,,,
5,TRUE,"06 02, 2009",AE7M6JKUORRUH,B0006HB4XE,Felicia C. Rodrigo,We bought these chains to go with a pendant for mothers day.  They arrived before we expected and were great with the pendant.,Great chains,1243900800,,,,,,,,
5,FALSE,"06 02, 2009",A19HGKBJKY4526,B0006HB4XE,Paula Bishop,Beautiful link chain purchased as a gift for a cross pendant. Great quality and wonderful service from seller!,Silver Box Chain,1243900800,,,,,,,,
5,FALSE,"05 24, 2009",A2REHH209IG9DS,B0006HB4XE,Cheryle S. Mittag,"This chain is very pretty, could be worn with or without a charm. Fast delivery, great price, would highly recommend this chain.",beautiful chain,1243123200,,,,,,,,
4,TRUE,"05 23, 2009",A2ZAG66RTE6AA2,B0006HB4XE,D. Niglio,"I have baught my last 2-3 chains from Gem, all are steardy, can handle my heavist pendents,The chain that you by from gem are on of the best. How ever I did brake on in half when cleaning it. So be careful if you need to shine it up a bit. One major thing I do like is it's not coated with anti tarnish solution, which I allergic to.",One of the best chains I have purchesed,1243036800,,,,,,,,
5,TRUE,"05 21, 2009",AOEUN9718KVRD,B0006HB4XE,Bigslacker,"Awesome! I wanted super bright 18'' silver chain, as I own darker one, and it didn't match my new charms. It's gorgeous, arrived fast in cute little box. LOVE IT! I also ordered 14'' and it was about 13 3/4"", but it still ok for me.",High polish!,1242864000,,,,,,,,
1,FALSE,"05 12, 2009",A3SU6ADEZ3W8QK,B0006HB4XE,Trudy A. Mann,"I ORDERED THIS CHAIN TO WEAR WITH A WHITE GOLD ONE CARAT DIAMOND PENDANT I OWN, I PUT IT ON THE CHAIN AND IN THE FIRST WEEK, THE CHAIN BROKE, NOT AT THE CLASP BUT ABOUT 3 INCHES FROM THE END...I ALMOST LOST MY DIAMOND, I WOULD NOT ORDER THIS CHAIN AGAIN.",NOT IMPRESSED,1242086400,,,22,,,,,
5,TRUE,"05 06, 2009",A1Q59YDIFK6L9B,B0006HB4XE,Y. Zinchenko,I absolutely love this item! Wish there was something longer but this works great! Surely worth it and really satisfied!!! =) HIghly recommend!,"30"" Sterling Silver necklace",1241568000,,,,,,,,
5,TRUE,"04 27, 2009",ALG78KTY6UIK8,B0006HB4XE,Susan St John,"I NEEDED A LONGER CHAIN FOR ONE OF MY CHARMS, SO I ORDERED THIS NECKLACE, THE PICTURE DOES NOT DO IT JUSTICE, IT'S A BEAUTIFUL CHAIN THAT LOOKS LIKE A DIAMOND CUT, VERY CLASSY.  I WAS VERY IMPRESSED AND AT THIS PRICE IT IS THE PERFECT GIFT ITEM FOR JUST ABOUT ANYONE.  I RECEIVED THE NECKLACE WITHIN A COUPLE OF DAYS AND STRONGLY RECOMMEND.",THIS IS AN AWESOME ELEGANT NECKLACE,1240790400,,,,,,,,
5,FALSE,"04 27, 2009",A1UEVY65H7Q2KM,B0006HB4XE,A. Shelby,"I have made many purchases from Gem Avenue over the past several years.  I purchased this silver chain in 2 different lengths and love them.  I have also purchased pendants, earrings etc. from them in the past.  I have always recieved my purchases quickly and without any hassle and have always been very happy with all of my purchases.",Excellent on-line place for easy & inexpensive shopping,1240790400,,,,,,,,
5,TRUE,"04 23, 2009",A1D3RUTGT7QLCE,B0006HB4XE,Rebecca Hadley,The chain is just the right thing to accent several of my pieces.  Good stuff!,Beautiful,1240444800,,,,,,,,
5,TRUE,"04 15, 2009",A1NXFX3RE2NJVI,B0006HB4XE,Debra Kibby,"The chain is great, nice and strong. Good clasp and it was shipped and arrived very quickly.",silver chain,1239753600,,,,,,,,
5,TRUE,"04 12, 2009",A2S2BVPKX9VZI7,B0006HB4XE,Sharron Fox,"I have purchased six silver chains, various sizes.  To describe in one word, they are ""silky.""  Very rich looking,, they enhance any pendant or charm you put on them.  Very sturdy in quality, very delicate in appearance.",Beautiful chains,1239494400,,,,,,,,
5,FALSE,"04 08, 2009",A28MXE7D7TO9KG,B0006HB4XE,Richard Olivas,"This was an absolute great buy! I purchased it for my father to put a cross on. When we got it, not only was it the perfect length, it matched the dazzle of the cross. He wears it everyday, and really loves it! It is a truly quality product, and dealing with the seller was an enjoyable experience.",Great Buy,1239148800,,,,,,,,
4,TRUE,"04 05, 2009",A24WKHKJ9A0UOC,B0006HB4XE,Ms AMber,I brought this for my birthday and I just love it works great with mostly any silver charms I have,sparkly sparkle,1238889600,,,,,,,,
5,FALSE,"04 01, 2009",A12LZMBQE62R42,B0006HB4XE,Michael D. Shaeffer,"I needed a chain to put my Christopher Reeve Go Forward Superman dogtag on, and this works perfectly! Plus, it comes in a nice looking box, and the chain itself has a nice shine to it!",Works For Me,1238544000,,,,,,,,
5,TRUE,"03 31, 2009",A1QT7OTNPXVGHT,B0006HB4XE,Telecom writer,"I bought 4 of these for my girlfriend and we BOTH absolutely love them! Received them rather quickly to boot (U.S. Mail, 3 days from coast-to-coast which was a pleasant surprise) and all items were packaged nicely! These chains are EXACTLY as advertised and appear to be high quality!! Thank you!!!!",Beautiful chain,1238457600,,,,,,,,
5,TRUE,"03 29, 2009",A37MONG0UV6YG4,B0006HB4XE,Kristy,"Perfect length and an overall great chain, exactly as described.  Arrived very quickly. thanks!",Great necklace!,1238284800,,,,,,,,
4,FALSE,"03 25, 2009",A2VG5QKVH73V8R,B0006HB4XE,nd fan,"The pendants are very pretty, the chains to go with them are what I was looking for for my wife.  I would definitely recommend Gem Avenue products, especially with the free shipping incentive if you spent $50.00 or more.",necklace and pendants,1237939200,,,,,,,,
5,FALSE,"03 25, 2009",AHM30A3WZKIVK,B0006HB4XE,Janna,I purchased these for my two small granddaughters to put a small silver cross on.  They will be given to them in April on their birthdays.  They are very pretty.,silver chain gifts,1237939200,,,,,,,,
5,TRUE,"03 12, 2009",AHTADRESPHOCE,B0006HB4XE,The beard of knowledge,"most chains are going to eventually break. ive paid a lot for some and they always break, if this last 6 months it will be worth it and it looks like it will last a lot longer.",nice quality,1236816000,,,,,,,,
5,FALSE,"03 12, 2009",A10857B4OJAGQW,B0006HB4XE,Ann42633,It was exactly what I was looking for. Very beautiful chain. I was very pleased with the quality and the value.,"Sterling Silver 1 MM Italian Box Link Chain 22""",1236816000,,,,,,,,
5,FALSE,"03 09, 2009",A2K0TMAYAU2XHL,B0006HB4XE,Adam R. Meiswinkel,Item was great quality and came promptly.  I'm very happy with it and recommend it unreservedly.,"Good Item, Good Shipping",1236556800,,,,,,,,
5,TRUE,"03 05, 2009",A13ZHC96PQL8O7,B0006HB4XE,Dr. Malene M. Fitzwater,"I ordered two of these sterling silver box link chains and when they arrived, I was very surprised at the quality, the careful packaging and fast delivery service. One chain was for me and one was a gift. The recipient loved the gift as did I. I will order more jewelry from this great company.",Excellent product and excellent service,1236211200,,,,,,,,
5,TRUE,"03 01, 2009",A3O3IDZR9NFOLZ,B0006HB4XE,S. Tackett,"I got this chain in the 30"" length along with several pendants from Gem Ave.  I love this chain, it looks nice and is really tough.  I am kind of hard on chains and was worried about buying one online without seeing it.  I could not be happier and the price is great.",Great Chain,1235865600,,,,,,,,
5,FALSE,"02 23, 2009",A1OZZDACHDCQBA,B0006HB4XE,Amber Reece,"My daughter passed away awhile back,and the only thing I have of her's is a dolphin pendent. I bought this chain for it. It added alot of beauty to my memories of giving her that dolphin. I will order jewelry!",Great product,1235347200,,,,,,,,
5,FALSE,"02 19, 2009",A14FG8NX4AB31T,B0006HB4XE,Zion,"Beautiful chain, sturdy, shiny, elegant.
I love Gem Avenue and their products, I will definately continue to buy from them!",Beautiful!,1235001600,,,,,,,,
5,TRUE,"02 09, 2009",A3QN0CZAONQH7Z,B0006HB4XE,Reviewer,"I ordered two of the 18"" silver box chains.  First, they arrived in record time (I ordered from Gem Avenue) and each were packaged securely and boxed separately. The chains are exactly what I was hoping to receive.  They are sturdy without looking cheap (and actuallly look very expensive).  They hang nicely and the clasp looks well made.  I have two silver pendants that I like to wear often so it was important to get a chain for each that would withstand daily wear.  Additionally, I have long hair which can sometimes be problematic when wearing chains.  My hair can get caught in a clump near the clasp or I can inadvertantly break the chain when brushing my hair.  I chose the ""box"" type chain and this type of clasp for these reasons as it's the strongest chain available while still looking dainty.  I'm very pleased with both the quality and the price.  I tried to get the same kind of chain at our local department store and it was twice as much.  You won't be disappointed!",Very Pleased!!!,1234137600,,,,,,,,
5,TRUE,"02 08, 2009",A20MBUOT9S7AEP,B0006HB4XE,motodoc817,"this is just what my wife needed to replace a chain with broken clasp. very nice chain, excellent price.",great chain,1234051200,,,,,,,,
5,FALSE,"02 05, 2009",A28NR3WRX6UM8V,B0006HB4XE,Kate Sanders,I bought three of these and am extremely pleased with the quality.  They are exactly what I was looking for and I would recommend them to anyone!,Great Product!,1233792000,,,,,,,,
5,FALSE,"02 04, 2009",A3OES2TO5IBJ33,B0006HB4XE,Lisa Harden,"I bought 2 of these chains for my daughter and her BFF, we added to them BFF pendants they wear half each.  These really are nice quality chains and I am very pleased with them, plus they were not over the top in price.  They came in perfect condition and on time.  I will be using this seller again and recommend them to anyone looking for good quality jewlery and great service.",Perfect Gift,1233705600,,,,,,,,
5,FALSE,"01 27, 2009",A10FC13SBNU2OE,B0006HB4XE,N.J. King,"Was very pleased with this necklace. It was exactly what I wanted. In fact I plan to order another one in a different length.
Received very fast...would order from again.",Great Deal,1233014400,,,,,,,,
5,TRUE,"01 27, 2009",A159PPNVDS9ZVU,B0006HB4XE,Glenda Morrison,"Great Chain.  Being a box chain, I don't have to worry about losing any pendant I wear on this chain.  It is also a lovely, classy looking chain",Great Box Chain,1233014400,,,,,,,,
4,TRUE,"01 22, 2009",AB72KVI8LCGLB,B0006HB4XE,J. Fowler,"I bought my daughter a locket, the chain was very thin and broke.  I wanted something inexpensive that was strong enough that she wouldn't lose it.  Would recommend. Love Amazon one click.",Italian Box Link Chain,1232582400,,,,,,,,
5,FALSE,"01 22, 2009",AVVV7TB9MBELA,B0006HB4XE,N. Nekouian,This is a wonderful Chain! Exactly what I was looking for!! It is so pretty and just great! Shipped really quickly also!,great!,1232582400,,,,,,,,
4,FALSE,"01 19, 2009",A104042GV5EM0U,B0006HB4XE,Irishkait,It is a very good product and a good price. I love them and haven't had a problem with them. I would recommend them for anyone.,Nice Quality,1232323200,,,,,,,,
5,TRUE,"01 18, 2009",A3TPEPYMO2GFN7,B0006HB4XE,Amazon Customer,"I bought a nice locket for my youngest daughter for Christmas, but the chain that came with it was too delicate and she was afraid it might break. We picked out this chain and she just loves it! It is very attractive with the locket and she feels confident that it will last.
Thanks.",It is an attractive chain,1232236800,,,,,,,,
5,FALSE,"01 15, 2009",A7PQHRVB6TL1L,B0006HB4XE,Lynette Evans,This product is perfectly made and exactly what I was looking for in a necklace to hold my favorite cross charm that I wear all the time.  Strongly recommend to any one looking for this type of product.,Great!!!,1231977600,,,,,,,,
5,TRUE,"01 14, 2009",A1A2HWM3Z2KMCY,B0006HB4XE,B. G. Young,"I bought several of this chains in various lengths.  They are well made, delicate but strong enough for everyday use. A really good value.",Beautiful Box chain,1231891200,,,,,,,,
5,TRUE,"01 12, 2009",A1UWJL1PAH623M,B0006HB4XE,M. Craig,"I got this necklace for my autistic daughter who is extremely hard on her jewelry.  This is a beautiful and sturdy necklace without having to double reinforce to prevent breakage with a different clasp.  Clasp and nedklace still intact, beautiful quality, and GREAT PRICE!!",Great quality and better price!!,1231718400,,,,,,,,
5,TRUE,"01 09, 2009",A23P5ZAFMJZWNF,B0006HB4XE,V. White,This was a beautiful box chain & the cost was very affordable. Service was also very prompt. I just love it!,Sterling silver chain,1231459200,,,,,,,,
5,TRUE,"01 08, 2009",A11K5RZMZ2L595,B0006HB4XE,Lita Letourneau,"This was purchased for my mother-in-law's birthday.  A charm was also purchased at the same time.  She loved both the chain and the charm.  Great Price, Good quality...satisfied buyer and happy recipient!  Super fast delivery too!  Definitely will purchase from again.",Wonderful Birthday Gift,1231372800,,,,,,,,
5,TRUE,"01 05, 2009",A24IKZSZR6K0CK,B0006HB4XE,G. Sitton,"Delicate but perfect for lighter  weight pendants.  Everything, including delivery date was as advertized.",Five Stars says it all!,1231113600,,,,,,,,
5,FALSE,"01 02, 2009",A1V1XVMAC5RKXR,B0006HB4XE,Francine Sampson,"I'm so pleased with this chain. I had to guess my size and I got the perfect one (not that it has anything to do with the chain, I was just shocked that it fit). The chain seems sturdy enough that it will last me a while. The price was great and the shipping was fast!",Great chain,1230854400,,,,,,,,
5,TRUE,"01 02, 2009",A3I8WWUTECGFUF,B0006HB4XE,Katelin C. Tough,The chain i purchased is absolutely stunning to say the least and was extremely easy to purchase. It was shipping to me very quickly even though i paid for standard shipping. I'll definately buy from Gem Avenue again in the future.,Outstanding,1230854400,,,,,,,,
5,TRUE,"01 02, 2009",A3HI2EV4C8B1E6,B0006HB4XE,P. Felts,I bought this necklace as a gift for a 19 year old girl and she just loved it! I would buy this again for others!,Great gift,1230854400,,,,,,,,
5,TRUE,"12 29, 2008",A14I6L2AVJ95DF,B0006HB4XE,Domanick Fabro,"I found the quality of the chain to be better than I had expected due to the affordable price. It's very elegant and classy. I would recommend this product to anyone, just be wary of the size, might not fit someone with large proportions",Good Quality for an affordable price,1230508800,,,,,,,,
5,TRUE,"12 29, 2008",A2Y6RD35DJM14H,B0006HB4XE,Paula Kay Hart,This necklace was purchased for a Christmas present.  My sister loved it and it holds the pendant well .,Excellent!,1230508800,,,,,,,,
5,FALSE,"12 27, 2008",A2RE8BN9LPHSF3,B0006HB4XE,Joy P. Gray,"I bought this as a gift for my 9 year-old daughter.  She loves it, and the 14 inch chain is the perfect length!  Great quality, great seller!  Will purchase from them again!",Gift for Daughter (9),1230336000,,,,,,,,
5,TRUE,"12 24, 2008",AOSC19XNZFDX4,B0006HB4XE,Michael J. Purington,I bought this chain as a gift for my daughter to put a lovely charm on. She was thrilled with the gift.,Satisfied Customer,1230076800,,,,,,,,
5,TRUE,"12 23, 2008",A3HWI3LI5B830,B0006HB4XE,Dutch Girl,The necklace was beautiful and very well priced.  I went to a store to find a similar chain and could not beat the value I found online.  Thanks again for the great quality of this product for an excellent price!,Great Product,1229990400,,,,,,,,
5,TRUE,"12 23, 2008",A31OESX3HDY3GF,B0006HB4XE,D. J. O&#039,brien,This is truly a beautiful necklace!  So elegant looking and yet so comfortable!  I know the receipient will just love it with the pendant that will go with it.,wine country gal,1229990400,,,,,,,
5,TRUE,"12 17, 2008",A1FDM6QD3QR13Q,B0006HB4XE,James Guilford,"I really like this chain. It is very comfortable, doesn't tangle easily, has a secure clasp and looks great. It would make a great gift. I will be ordering more at various lengths as the chain will compliment several necklaces I already have. Amy",box chain,1229472000,,,,,,,,
5,FALSE,"12 16, 2008",AZ7R461BBCA1T,B0006HB4XE,Jay Muller,I bought this to go with a sterling cross for my girlfriend.  It is exactly what I wanted and at a great price!  The clasp is sturdy and the chain itself is of good quality.  I would certainly purchase again.,Beautiful Chain!,1229385600,,,,,,,,
5,FALSE,"12 15, 2008",A3QPGC15BVI8AF,B0006HB4XE,Judy Zdzinnicki,I ordered this item and received it right after Thanksgiving. The necklace are beautiful and the service was great.,Great Items and service,1229299200,,,,,,,,
5,FALSE,"12 15, 2008",A1825A8UVZF99M,B0006HB4XE,Oliver Twist,"It's cheap and looks very nice.
Feels sturdy.
The necklace was a good buy!",Very nice,1229299200,,,,,,,,
5,FALSE,"12 14, 2008",A15DWJQCFO1MDI,B0006HB4XE,James Falbo Jr.,This is a very attractive chain. Its sturdy and looks great w/ the cross pendant i bought for it. Thanks,great chain,1229212800,,,,,,,,
5,FALSE,"12 13, 2008",A3MT2FM57IUQ64,B0006HB4XE,Laddie K,I recieved my 24inch. necklace earlier then expected. Its a beautiful necklace and very sturdy! would def order from again.,Great!,1229126400,,,,,,,,
5,TRUE,"12 12, 2008",A1I05VW2SJ7405,B0006HB4XE,Leah Perry,I make my own jewelry and own many pendants so it is hard to find what i want in a high quality....Well i found it and i am very pleased and plan on getting many more in a bunch of lengths so thank-you for the quality.,finally happy,1229040000,,,,,,,,
5,FALSE,"12 11, 2008",A1021P7FVGP7FA,B0006HB4XE,Small Town Momma,"I bought my daughter 8, a necklace for Christmas, but the chain was so thin, I was looking for a thicker chain that looked nice and would be harder to break, I found this necklace, I am beyond happy with the look, quality and strength, I think this necklace will be perfect for anyone and any age, I will be comming back and buying again
Thanks",Great Strong Necklace,1228953600,,,,,,,,
5,FALSE,"12 5, 2008",A2S0P2P2Z1O33C,B0006HB4XE,A Teacher,The chain was delivered quickly and is very attractive.  The chain is of good quality and holds a pendant well.,Fast Delivery,1228435200,,,,,,,,
5,TRUE,"12 3, 2008",ATX2L4JMVXQAV,B0006HB4XE,Shari DeBoer,"I received my necklace today as a gift to myself. It came properly packaged and the service was excellent. To my surprise this necklace looks dainty and sparkly, but undeniably strong at the same time. I will be buying different lengths of this 1MM Italian box style and putting charms on them. I got the 30"" and it fits perfectly. Beautiful indeed, I highly recommend such an excellent deal on very fine silver.",Sparkling Dainty Necklace,1228262400,,,,,,,,
5,TRUE,"11 25, 2008",A13Y5BG2FBTRBY,B0006HB4XE,AuntieT,"I have purchased sterling silver online before, but this italian box chain was a great deal.  The quality was excellent and the price was
exceptional. And the fact that it is available in at least 7 lengths is
rare.",What a bargain!,1227571200,,,,,,,,
5,TRUE,"11 22, 2008",AHAINV8V9AE33,B0006HB4XE,Kathy Hinkle,This is a lovely necklace. I especially like that the seller offers it in different sizes.,"24"" Sterling Silver Necklace",1227312000,,,,,,,,
5,FALSE,"11 18, 2008",A26W6FEL6SYIJI,B0006HB4XE,Necklacehappy,"I needed the right silver chain for a pendant that I'd purchased my mother for Christmas. To be honest I didn't expect much, and felt like I was taking a chance by ordering it from a vendor on Amazon. Much to my surprise I was completely wrong. This chain shipped very quickly, was packaged really nicely, and was in excellent condition. It actually added a sparkle to the pendant instead of the other way around, and the length was exactly what I'd requested. I'll definately do business with this seller again.",Beautiful and Fast,1226966400,,,,,,,,
5,TRUE,"11 11, 2008",A1PCPH22GQW663,B0006HB4XE,june wynn,"I bought 5 silver chains to go on some museum pieces i bought for 5 great granddaughters.  They truly exceeded my expectations, the price was great, but they were so beautiful and well made.  loved the lobster clasp.  i was so pleasantly surprised.",Beautiful,1226361600,,,,,,,,
5,TRUE,"11 11, 2008",A26831YFVOT4KG,B0006HB4XE,Lisa G.,"I ordered the 30"" silver necklace. It is well worth the money. I receive lots of compliments each time I wear it.  It was exactly as described and shipped very fast!",Silver Chain Necklace,1226361600,,,,,,,,
5,FALSE,"11 9, 2008",A2TEQ2INNAVXLL,B0006HB4XE,Michael Gray,"This is a beautiful chain, that my Girlfriend now Fiancee absolutely loves. Price was right , shipping was fast and Seller has it down. Thank You and I will be a return shopper.",Perfect!,1226188800,,,,,,,,
5,FALSE,"10 16, 2008",A1U4KW6VKMEUIW,B0006HB4XE,Shelley Erdman,"I am quite pleased with this necklace.  It is solid and nice looking.  I was nervous about purchasing sight unseen, but it is just as nice looking as the picture.","24"" sterling silver 1 mm link chain.",1224115200,,,,,,,,
5,FALSE,"09 30, 2008",A1EUGR9GIJ1CHG,B0006HB4XE,Kathy Carpenter,Recieved this lovely little chain and it was just what I wanted.  I ordered the 14 inch chain for my grandaughter and it will be perfect for her little charm.  Seems to be sturdy and durable but feminine.  Would recommend it to everyone!,very pleased,1222732800,,,,,,,,
5,FALSE,"09 24, 2008",A226H3K2Q7FH4V,B0006HB4XE,DPete,"I gave this chain to my girlfriend to replace one that had broken.  The chain is well made and looks to be a beautiful piece of jewelry.  Her eyes lit up when she opened it so it must be pretty good.  The price is very reasonable and the shipping speed was blazing.  Great product, great seller.",Solid Product,1222214400,,,,,,,,
4,TRUE,"09 17, 2008",AIX8FTWUDI7YT,B0006HB4XE,MD,Bought this for my lady as a gift to go with some other stuff. Very pretty chain and she loves it!,Nice,1221609600,,,,,,,,
5,FALSE,"09 13, 2008",ALHGS26YWBRF7,B0006HB4XE,Amazon Customer,I ended up ordering three of these silver necklaces in different sizes. The necklaces are great and the service was extremely fast. All in all a very good deal.,"Excellent product, terrific value.",1221264000,,,,,,,,
5,FALSE,"09 09, 2008",A1QXVL9VO6J6NK,B0006HB4XE,Cathy D.,I have ordered quite a few of these chains already and probably will order more...they're perfect!,Perfect Silver Chain,1220918400,,,,,,,,
5,FALSE,"08 13, 2008",A25YH6OI7V7DQH,B0006HB4XE,Chuzhezemka,"It is a very nice and sturdy chain, the clasp is big enough to open/close with no difficulty. Looks good, very bright and shiny.",Excellent product!,1218585600,,,,,,,,
5,TRUE,"08 12, 2008",ADW3IGVAJUATS,B0006HB4XE,K. DeFriez,"This is just what I was looking for.  So many silver chains are overpriced.  This is slender, beautiful, and perfect for adding whatever charm, locket, or decoration you would like to create.  It ships quickly and would be perfect for Christmas presents!  I love the fact that it's available in a number of lengths!",Perfect!,1218499200,,,,,,,,
4,FALSE,"08 03, 2008",A11EM5Z3R0JCRC,B0006HB4XE,Gloria C. Diaz,They give internet shopping a good name.  The delivery was fast and the necklace was prettier than I imagines it would be. Thank you! Thank you!,yay!,1217721600,,,,,,,,
4,FALSE,"08 03, 2008",A3OP4781PWUHD3,B0006HB4XE,K. Butler,I like this chain.  Very pretty.  Seller sent it right away.  Actually got it before the rest of my Amazon direct order.,Very pretty.,1217721600,,,,,,,,
5,TRUE,"08 03, 2008",A2GBBA5HYHV4IA,B0006HB4XE,Lori L. Lappin-keeeley,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Attractive-Sterling-Silver-1-MM-Italian-Box-Link-Chain-14-16-18-20-22-24-30-Necklace/dp/B0006HB4XE/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Attractive Sterling Silver 1 MM Italian Box Link Chain 14"" 16"" 18"" 20"" 22"" 24"" 30"" Necklace</a>&nbsp;What a beautiful chain for a great price!  I bought this chain to wear with different pendants that I have.  It is strong, wears well, and is a great addition to my everyday jewelry.  This chain would be a great gift for any lady, young or old.  I definitly will buy many more.",Silver 1MM Italian Box Link Chain,1217721600,,,,,,,,
